"","x"
"412",8
"413",9
"414",0
"415",2
"416",20
"417",28
"418",23
"419",10
"420",6
"421",-3
"422",-2
"423",6
"424",-2
"425",NA
"426",-12
"427",-9
"428",-3
"429",-15
"430",-6
"431",9
"432",17
"433",22
"434",-1
"435",-1
"436",6
"437",31
"438",31
"439",26
"440",23
"441",9
"442",18
"443",13
"444",25
"445",23
"446",21
"447",26
"448",24
"449",15
"450",25
"451",32
"452",17
"453",8
"454",11
"455",18
"456",28
"457",36
"458",24
"459",19
"460",29
"461",9
"462",15
"463",10
"464",11
"465",11
"466",19
"467",20
"468",31
"469",24
"470",34
"471",22
"472",24
"473",32
"474",41
"475",25
"476",29
"477",44
"478",29
"479",20
"480",43
"481",31
"482",38
"483",43
"484",36
"485",24
"486",27
"487",33
"488",30
"489",29
"490",34
"491",27
"492",32
"493",43
"494",45
"495",55
"496",48
"497",34
"498",36
"499",40
"500",35
"501",34
"502",39
"503",42
"504",35
"505",45
"506",52
"507",46
"508",34
"509",45
"510",41
"511",42
"512",43
"513",44
"514",46
"515",56
"516",55
"517",58
"518",60
"519",59
"520",40
"521",45
"522",48
"523",51
"524",50
"525",47
"526",47
"527",40
"528",43
"529",48
"530",48
"531",45
"532",46
"533",51
"534",57
"535",48
"536",51
"537",55
"538",42
"539",45
"540",50
"541",43
"542",45
"543",53
"544",43
"545",54
"546",58
"547",55
"548",44
"549",40
"550",47
"551",39
"552",39
"553",45
"554",53
"555",71
"556",55
"557",52
"558",51
"559",61
"560",51
"561",52
"562",51
"563",62
"564",59
"565",66
"566",66
"567",66
"568",44
"569",47
"570",53
"571",43
"572",49
"573",62
"574",48
"575",58
"576",56
"577",45
"578",52
"579",57
"580",53
"581",56
"582",56
"583",59
"584",56
"585",50
"586",54
"587",60
"588",60
"589",53
"590",44
"591",53
"592",50
"593",48
"594",40
"595",54
"596",46
"597",43
"598",52
"599",40
"600",34
"601",41
"602",52
"603",53
"604",48
"605",50
"606",40
"607",31
"608",34
"609",38
"610",54
"611",53
"612",57
"613",51
"614",36
"615",43
"616",41
"617",40
"618",39
"619",41
"620",47
"621",48
"622",50
"623",52
"624",55
"625",55
"626",46
"627",39
"628",34
"629",34
"630",35
"631",49
"632",49
"633",42
"634",45
"635",45
"636",47
"637",49
"638",51
"639",46
"640",46
"641",45
"642",32
"643",35
"644",31
"645",34
"646",37
"647",41
"648",47
"649",38
"650",26
"651",26
"652",38
"653",42
"654",39
"655",37
"656",35
"657",22
"658",23
"659",25
"660",28
"661",37
"662",17
"663",19
"664",15
"665",15
"666",21
"667",21
"668",22
"669",33
"670",34
"671",43
"672",49
"673",45
"674",50
"675",50
"676",29
"677",33
"678",27
"679",33
"680",24
"681",15
"682",22
"683",39
"684",18
"685",21
"686",14
"687",16
"688",15
"689",16
"690",19
"691",34
"692",41
"693",44
"694",46
"695",16
"696",25
"697",14
"698",0
"699",7
"700",31
"701",36
"702",28
"703",32
"704",40
"705",27
"706",32
"707",30
"708",21
"709",20
"710",-11
"711",-10
"712",9
"713",-11
"714",-11
"715",-1
"716",24
"717",17
"718",0
"719",2
"720",16
"721",23
"722",8
"723",7
"724",13
"725",30
"726",30
"727",15
"728",15
"729",32
"730",26
"731",10
"732",26
"733",17
"734",-5
"735",-5
"736",5
"737",24
"738",29
"739",0
"740",0
"741",15
"742",25
"743",11
"744",-1
"745",0
"746",18
"747",12
"748",-1
"749",-21
"750",-22
"751",-20
"752",-10
"753",10
"754",16
"755",30
"756",18
"757",2
"758",-6
"759",-5
"760",3
"761",11
"762",27
"763",12
"764",17
"765",31
"766",6
"767",-2
"768",-1
"769",17
"770",10
"771",-18
"772",-26
"773",-21
"774",-15
"775",-11
"776",-5
"777",10
"778",15
"779",28
"780",3
"781",2
"782",5
"783",15
"784",18
"785",23
"786",15
"787",17
"788",0
"789",5
"790",NA
"791",19
"792",27
"793",32
"794",20
"795",13
"796",13
"797",19
"798",27
"799",28
"800",29
"801",30
"802",31
"803",30
"804",18
"805",21
"806",28
"807",25
"808",30
"809",32
"810",34
"811",27
"812",30
"813",18
"814",9
"815",7
"816",8
"817",13
"818",19
"819",30
"820",14
"821",8
"822",22
"823",23
"824",26
"825",30
"826",31
"827",32
"828",24
"829",34
"830",25
"831",31
"832",31
"833",31
"834",26
"835",24
"836",35
"837",35
"838",30
"839",28
"840",21
"841",30
"842",28
"843",29
"844",22
"845",38
"846",39
"847",40
"848",30
"849",33
"850",40
"851",47
"852",47
"853",51
"854",52
"855",55
"856",30
"857",37
"858",34
"859",43
"860",36
"861",32
"862",32
"863",30
"864",42
"865",42
"866",46
"867",41
"868",27
"869",22
"870",27
"871",42
"872",45
"873",41
"874",51
"875",47
"876",41
"877",42
"878",44
"879",42
"880",37
"881",40
"882",51
"883",39
"884",40
"885",40
"886",47
"887",47
"888",47
"889",49
"890",43
"891",30
"892",34
"893",41
"894",45
"895",53
"896",56
"897",59
"898",58
"899",58
"900",61
"901",57
"902",48
"903",49
"904",50
"905",52
"906",59
"907",47
"908",39
"909",50
"910",56
"911",43
"912",40
"913",50
"914",60
"915",57
"916",62
"917",63
"918",57
"919",51
"920",42
"921",54
"922",38
"923",41
"924",48
"925",57
"926",49
"927",56
"928",57
"929",50
"930",53
"931",52
"932",55
"933",45
"934",55
"935",46
"936",52
"937",53
"938",47
"939",44
"940",49
"941",61
"942",66
"943",53
"944",63
"945",54
"946",53
"947",56
"948",60
"949",64
"950",62
"951",51
"952",59
"953",41
"954",52
"955",52
"956",44
"957",41
"958",42
"959",47
"960",50
"961",57
"962",60
"963",62
"964",55
"965",43
"966",48
"967",42
"968",43
"969",50
"970",56
"971",59
"972",59
"973",59
"974",61
"975",52
"976",48
"977",48
"978",54
"979",51
"980",60
"981",61
"982",45
"983",43
"984",52
"985",61
"986",46
"987",43
"988",32
"989",29
"990",37
"991",43
"992",48
"993",48
"994",54
"995",53
"996",50
"997",35
"998",32
"999",31
"1000",34
"1001",35
"1002",33
"1003",31
"1004",35
"1005",38
"1006",50
"1007",50
"1008",50
"1009",53
"1010",50
"1011",39
"1012",29
"1013",39
"1014",26
"1015",28
"1016",32
"1017",53
"1018",56
"1019",38
"1020",33
"1021",30
"1022",33
"1023",29
"1024",20
"1025",17
"1026",15
"1027",16
"1028",25
"1029",28
"1030",21
"1031",24
"1032",24
"1033",31
"1034",21
"1035",17
"1036",20
"1037",21
"1038",27
"1039",37
"1040",35
"1041",37
"1042",36
"1043",21
"1044",25
"1045",34
"1046",35
"1047",33
"1048",18
"1049",11
"1050",12
"1051",25
"1052",32
"1053",26
"1054",13
"1055",17
"1056",30
"1057",30
"1058",32
"1059",30
"1060",37
"1061",30
"1062",25
"1063",24
"1064",27
"1065",33
"1066",28
"1067",27
"1068",23
"1069",10
"1070",15
"1071",26
"1072",30
"1073",15
"1074",2
"1075",6
"1076",8
"1077",9
"1078",19
"1079",32
"1080",32
"1081",26
"1082",27
"1083",17
"1084",20
"1085",-7
"1086",-12
"1087",-11
"1088",15
"1089",10
"1090",-13
"1091",-12
"1092",-7
"1093",0
"1094",5
"1095",2
"1096",-8
"1097",2
"1098",8
"1099",12
"1100",26
"1101",31
"1102",30
"1103",-3
"1104",-2
"1105",12
"1106",5
"1107",-19
"1108",-18
"1109",-7
"1110",12
"1111",-20
"1112",-20
"1113",-8
"1114",-2
"1115",-11
"1116",-11
"1117",-28
"1118",-27
"1119",0
"1120",20
"1121",19
"1122",11
"1123",12
"1124",-3
"1125",2
"1126",13
"1127",-12
"1128",-16
"1129",-15
"1130",19
"1131",26
"1132",28
"1133",12
"1134",-6
"1135",-4
"1136",-8
"1137",0
"1138",22
"1139",22
"1140",25
"1141",33
"1142",33
"1143",28
"1144",34
"1145",30
"1146",31
"1147",24
"1148",19
"1149",22
"1150",26
"1151",28
"1152",26
"1153",12
"1154",15
"1155",4
"1156",2
"1157",6
"1158",10
"1159",3
"1160",9
"1161",9
"1162",-10
"1163",2
"1164",-13
"1165",-1
"1166",-6
"1167",-2
"1168",6
"1169",8
"1170",9
"1171",20
"1172",22
"1173",24
"1174",32
"1175",34
"1176",33
"1177",34
"1178",20
"1179",15
"1180",13
"1181",14
"1182",16
"1183",25
"1184",27
"1185",25
"1186",18
"1187",20
"1188",25
"1189",22
"1190",29
"1191",37
"1192",36
"1193",33
"1194",24
"1195",25
"1196",30
"1197",29
"1198",25
"1199",38
"1200",36
"1201",36
"1202",36
"1203",34
"1204",39
"1205",42
"1206",36
"1207",20
"1208",27
"1209",31
"1210",41
"1211",38
"1212",27
"1213",37
"1214",43
"1215",39
"1216",45
"1217",39
"1218",22
"1219",35
"1220",37
"1221",28
"1222",30
"1223",37
"1224",45
"1225",38
"1226",30
"1227",50
"1228",30
"1229",40
"1230",28
"1231",32
"1232",26
"1233",27
"1234",33
"1235",43
"1236",48
"1237",40
"1238",56
"1239",45
"1240",44
"1241",52
"1242",47
"1243",40
"1244",46
"1245",47
"1246",45
"1247",37
"1248",50
"1249",36
"1250",47
"1251",43
"1252",49
"1253",61
"1254",59
"1255",62
"1256",58
"1257",60
"1258",47
"1259",49
"1260",60
"1261",47
"1262",34
"1263",45
"1264",48
"1265",52
"1266",52
"1267",39
"1268",47
"1269",38
"1270",52
"1271",52
"1272",47
"1273",42
"1274",58
"1275",58
"1276",59
"1277",57
"1278",52
"1279",57
"1280",56
"1281",61
"1282",60
"1283",63
"1284",48
"1285",48
"1286",52
"1287",53
"1288",58
"1289",54
"1290",53
"1291",58
"1292",64
"1293",53
"1294",54
"1295",52
"1296",47
"1297",52
"1298",56
"1299",54
"1300",58
"1301",47
"1302",42
"1303",53
"1304",52
"1305",48
"1306",48
"1307",51
"1308",58
"1309",62
"1310",59
"1311",56
"1312",56
"1313",58
"1314",60
"1315",60
"1316",63
"1317",67
"1318",67
"1319",65
"1320",66
"1321",63
"1322",67
"1323",57
"1324",54
"1325",42
"1326",45
"1327",50
"1328",36
"1329",46
"1330",51
"1331",50
"1332",46
"1333",43
"1334",44
"1335",47
"1336",52
"1337",61
"1338",59
"1339",44
"1340",41
"1341",49
"1342",48
"1343",44
"1344",35
"1345",29
"1346",33
"1347",37
"1348",41
"1349",42
"1350",44
"1351",43
"1352",47
"1353",45
"1354",30
"1355",36
"1356",31
"1357",34
"1358",38
"1359",38
"1360",31
"1361",39
"1362",42
"1363",53
"1364",57
"1365",26
"1366",30
"1367",35
"1368",30
"1369",32
"1370",38
"1371",29
"1372",31
"1373",34
"1374",16
"1375",20
"1376",22
"1377",37
"1378",48
"1379",38
"1380",38
"1381",37
"1382",37
"1383",26
"1384",26
"1385",30
"1386",33
"1387",32
"1388",35
"1389",32
"1390",38
"1391",47
"1392",40
"1393",27
"1394",28
"1395",40
"1396",41
"1397",51
"1398",25
"1399",29
"1400",20
"1401",26
"1402",19
"1403",15
"1404",18
"1405",32
"1406",29
"1407",13
"1408",17
"1409",29
"1410",40
"1411",46
"1412",32
"1413",26
"1414",16
"1415",20
"1416",31
"1417",15
"1418",20
"1419",14
"1420",20
"1421",24
"1422",17
"1423",22
"1424",21
"1425",19
"1426",18
"1427",19
"1428",23
"1429",35
"1430",29
"1431",31
"1432",15
"1433",16
"1434",13
"1435",15
"1436",16
"1437",-1
"1438",14
"1439",14
"1440",17
"1441",32
"1442",32
"1443",23
"1444",22
"1445",25
"1446",28
"1447",22
"1448",24
"1449",26
"1450",8
"1451",8
"1452",27
"1453",5
"1454",5
"1455",7
"1456",-5
"1457",0
"1458",4
"1459",33
"1460",14
"1461",13
"1462",28
"1463",12
"1464",2
"1465",2
"1466",7
"1467",11
"1468",11
"1469",-5
"1470",-6
"1471",-7
"1472",-1
"1473",-2
"1474",-2
"1475",14
"1476",-8
"1477",-5
"1478",0
"1479",0
"1480",8
"1481",-1
"1482",0
"1483",5
"1484",21
"1485",7
"1486",9
"1487",-1
"1488",0
"1489",6
"1490",-8
"1491",-8
"1492",-7
"1493",20
"1494",-7
"1495",-16
"1496",-16
"1497",-8
"1498",-4
"1499",-3
"1500",1
"1501",2
"1502",-1
"1503",-1
"1504",11
"1505",28
"1506",8
"1507",6
"1508",6
"1509",20
"1510",6
"1511",10
"1512",4
"1513",8
"1514",33
"1515",33
"1516",34
"1517",22
"1518",24
"1519",9
"1520",NA
"1521",13
"1522",32
"1523",19
"1524",9
"1525",10
"1526",14
"1527",-9
"1528",-1
"1529",22
"1530",17
"1531",16
"1532",17
"1533",34
"1534",33
"1535",30
"1536",12
"1537",18
"1538",17
"1539",2
"1540",16
"1541",17
"1542",10
"1543",20
"1544",25
"1545",15
"1546",19
"1547",24
"1548",33
"1549",41
"1550",37
"1551",25
"1552",28
"1553",30
"1554",23
"1555",32
"1556",32
"1557",35
"1558",38
"1559",28
"1560",25
"1561",17
"1562",29
"1563",18
"1564",19
"1565",30
"1566",32
"1567",35
"1568",25
"1569",20
"1570",30
"1571",35
"1572",42
"1573",44
"1574",46
"1575",38
"1576",30
"1577",48
"1578",43
"1579",33
"1580",41
"1581",32
"1582",43
"1583",30
"1584",38
"1585",25
"1586",33
"1587",38
"1588",42
"1589",36
"1590",22
"1591",38
"1592",48
"1593",46
"1594",52
"1595",54
"1596",36
"1597",48
"1598",51
"1599",48
"1600",32
"1601",40
"1602",45
"1603",45
"1604",33
"1605",37
"1606",38
"1607",44
"1608",53
"1609",53
"1610",33
"1611",32
"1612",46
"1613",55
"1614",44
"1615",53
"1616",38
"1617",43
"1618",48
"1619",35
"1620",44
"1621",48
"1622",51
"1623",44
"1624",54
"1625",49
"1626",46
"1627",40
"1628",48
"1629",52
"1630",57
"1631",53
"1632",48
"1633",47
"1634",42
"1635",58
"1636",58
"1637",46
"1638",42
"1639",45
"1640",54
"1641",54
"1642",47
"1643",53
"1644",56
"1645",60
"1646",52
"1647",56
"1648",62
"1649",60
"1650",53
"1651",52
"1652",59
"1653",55
"1654",42
"1655",50
"1656",49
"1657",59
"1658",60
"1659",49
"1660",50
"1661",52
"1662",63
"1663",57
"1664",62
"1665",45
"1666",37
"1667",45
"1668",64
"1669",50
"1670",42
"1671",46
"1672",59
"1673",48
"1674",53
"1675",43
"1676",43
"1677",44
"1678",47
"1679",50
"1680",50
"1681",54
"1682",55
"1683",53
"1684",54
"1685",52
"1686",43
"1687",51
"1688",58
"1689",62
"1690",43
"1691",44
"1692",47
"1693",52
"1694",45
"1695",53
"1696",39
"1697",42
"1698",53
"1699",58
"1700",59
"1701",52
"1702",48
"1703",51
"1704",49
"1705",41
"1706",50
"1707",48
"1708",49
"1709",57
"1710",61
"1711",58
"1712",59
"1713",52
"1714",54
"1715",44
"1716",31
"1717",30
"1718",31
"1719",31
"1720",38
"1721",39
"1722",42
"1723",46
"1724",48
"1725",53
"1726",43
"1727",48
"1728",52
"1729",45
"1730",39
"1731",40
"1732",54
"1733",36
"1734",40
"1735",41
"1736",46
"1737",41
"1738",42
"1739",48
"1740",37
"1741",30
"1742",29
"1743",30
"1744",49
"1745",36
"1746",25
"1747",30
"1748",42
"1749",49
"1750",38
"1751",26
"1752",29
"1753",38
"1754",34
"1755",23
"1756",20
"1757",21
"1758",26
"1759",27
"1760",36
"1761",32
"1762",33
"1763",24
"1764",22
"1765",22
"1766",19
"1767",25
"1768",36
"1769",39
"1770",40
"1771",41
"1772",43
"1773",38
"1774",33
"1775",39
"1776",34
"1777",30
"1778",31
"1779",34
"1780",30
"1781",13
"1782",17
"1783",33
"1784",27
"1785",33
"1786",30
"1787",23
"1788",28
"1789",25
"1790",23
"1791",18
"1792",20
"1793",21
"1794",24
"1795",25
"1796",28
"1797",30
"1798",17
"1799",7
"1800",11
"1801",18
"1802",10
"1803",10
"1804",24
"1805",16
"1806",16
"1807",27
"1808",10
"1809",17
"1810",-5
"1811",-2
"1812",14
"1813",2
"1814",-16
"1815",-13
"1816",-7
"1817",-10
"1818",-10
"1819",19
"1820",27
"1821",-13
"1822",-13
"1823",8
"1824",-1
"1825",-1
