"","Date","Open","High","Low","Close"
"116","19-Apr-00",10749,10909.2,10503.4,10675
"117","18-Apr-00",10584,10941.8,10424.9,10767.4
"118","17-Apr-00",10303.3,10721.5,10128.6,10582.5
"119","14-Apr-00",10922.9,10922.9,10173.9,10305.8
"120","13-Apr-00",11132.6,11290.8,10806.5,10923.5
"121","12-Apr-00",11283,11600.4,11026.5,11125.1
"122","11-Apr-00",11181,11459.6,11024.2,11287.1
"123","10-Apr-00",11114.9,11404.4,10955.4,11186.6
"124","7-Apr-00",11122,11317.8,10932.8,11111.5
"125","6-Apr-00",11029.6,11303.8,10921.1,11114.3
"126","5-Apr-00",11163.3,11326.8,10894,11033.9
"127","4-Apr-00",11225.3,11531.2,10682.7,11164.8
"128","3-Apr-00",10863.3,11344.2,10821.7,11221.9
"129","31-Mar-00",10993.3,11244.6,10801.2,10921.9
"130","30-Mar-00",11008.2,11258.2,10796.6,10980.2
"131","29-Mar-00",10939,11214.5,10792.2,11018.7
"132","28-Mar-00",11023.7,11192.8,10804.6,10936.1
"133","27-Mar-00",11093.2,11275,10881.9,11025.9
"134","24-Mar-00",11107.5,11311.3,10901.4,11112.7
"135","23-Mar-00",10884.4,11224.7,10737.6,11119.9
"136","22-Mar-00",10917,11054.7,10671.9,10866.7
"137","21-Mar-00",10680.2,11012.2,10515.5,10907.3
"138","20-Mar-00",10594.8,10866.1,10456.9,10680.2
"139","17-Mar-00",10630,10849.3,10399.1,10595.2
"140","16-Mar-00",10139.6,10716.2,10139.6,10630.6
"141","15-Mar-00",9808.15,10294.6,9676.9,10131.4
"142","14-Mar-00",9957.67,10149.4,9747.33,9811.24
"143","13-Mar-00",9911.22,10111.2,9670.07,9947.13
"144","10-Mar-00",10008.5,10211.8,9792.93,9928.82
"145","9-Mar-00",9855.29,10097.3,9667.28,10010.7
"146","8-Mar-00",9800.69,10037.4,9611.75,9856.53
"147","7-Mar-00",10197.6,10208.7,9651.77,9796.03
"148","6-Mar-00",10359,10518.9,10038.6,10170.5
"149","3-Mar-00",10171.1,10581.9,10148.2,10367.2
"150","2-Mar-00",10135.4,10361.6,9986.53,10164.9
"151","1-Mar-00",10128.1,10355.7,9935.96,10137.9
"152","29-Feb-00",10039.6,10332.1,9926.65,10128.3
"153","28-Feb-00",9854.66,10228.5,9760.36,10038.6
"154","25-Feb-00",10090.8,10196,9767.8,9862.12
"155","24-Feb-00",10242.5,10321.9,9877.94,10092.6
"156","23-Feb-00",10294.8,10443.2,10077.7,10225.7
"157","22-Feb-00",10219.8,10446.6,10011.7,10304.8
"158","18-Feb-00",10514.6,10562.3,10129.2,10219.5
"159","17-Feb-00",10565.8,10768.7,10348.7,10514.6
"160","16-Feb-00",10711.8,10831.6,10468.6,10561.4
"161","15-Feb-00",10520.1,10821.1,10377.4,10718.1
"162","14-Feb-00",10431.6,10675,10327.6,10519.8
"163","11-Feb-00",10638.6,10763.4,10301.1,10425.2
"164","10-Feb-00",10697.9,10853.7,10491.3,10643.6
"165","9-Feb-00",10948.8,11016.5,10648,10699.2
"166","8-Feb-00",10904.3,11139.4,10826.7,10957.6
"167","7-Feb-00",10966,11097.5,10732.7,10905.8
"168","4-Feb-00",11014.4,11200.8,10847.5,10963.8
"169","3-Feb-00",11010.5,11208,10799.7,11013.4
"170","2-Feb-00",11037.6,11228.4,10876,11003.2
"171","1-Feb-00",10937.7,11187.2,10798.4,11041
"172","31-Jan-00",10735.8,11059.7,10610.4,10940.5
"173","28-Jan-00",11024.9,11115.2,10649.2,10738.9
"174","27-Jan-00",11035.5,11274.4,10818.3,11028
"175","26-Jan-00",11025.9,11280.9,10870.7,11033
"176","25-Jan-00",11011,11228.8,10779.8,11029.9
"177","24-Jan-00",11251.9,11501.1,10849,11008.2
"178","21-Jan-00",11356.3,11513.9,11113.6,11251.7
"179","20-Jan-00",11490.3,11654.7,11194.3,11351.3
"180","19-Jan-00",11535.2,11710.6,11320.3,11489.4
"181","18-Jan-00",11719.2,11834.7,11397.2,11560.7
"182","14-Jan-00",11619.4,11908.5,11506.4,11723
"183","13-Jan-00",11558.2,11761.1,11421.4,11582.4
"184","12-Jan-00",11506.7,11751.8,11385.7,11551.1
"185","11-Jan-00",11568.5,11748.1,11398.3,11511.1
"186","10-Jan-00",11532.5,11765.2,11427,11572.2
"187","7-Jan-00",11247.1,11655.6,11168.3,11522.6
"188","6-Jan-00",11113.4,11447.8,10963.2,11253.3
"189","5-Jan-00",10989.4,11337.6,10862.7,11122.6
"190","4-Jan-00",11349.8,11358.4,10907,10997.9
"191","3-Jan-00",11501.9,11641.1,11181,11357.5
"192","31-Dec-99",11453.5,11598.3,11368,11497.1
"193","30-Dec-99",11484.4,11640.3,11388.9,11452.9
"194","29-Dec-99",11472.9,11658.7,11367.5,11484.7
"195","28-Dec-99",11389.2,11613.7,11302.1,11476.7
"196","27-Dec-99",11410.6,11603,11253.1,11391.1
"197","23-Dec-99",11202.1,11506.4,11202.1,11405.8
"198","22-Dec-99",11199.5,11375.2,11075.8,11203.6
"199","21-Dec-99",11142.4,11336,10973.6,11200.5
"200","20-Dec-99",11254.5,11417.4,11026.2,11144.3
"201","17-Dec-99",11259.3,11497.2,11103.6,11257.4
"202","16-Dec-99",11224.4,11396.9,11016.1,11244.9
"203","15-Dec-99",11158.8,11400.5,11014.6,11225.3
"204","14-Dec-99",11195.3,11338.2,11011.5,11160.2
"205","13-Dec-99",11217.5,11379.5,11024.4,11192.6
"206","10-Dec-99",11137.9,11358.7,11042.1,11224.7
"207","9-Dec-99",11073.6,11327.5,10962.6,11134.8
"208","8-Dec-99",11107.3,11273.3,10957.4,11068.1
"209","7-Dec-99",11221.6,11351.3,10993.5,11106.6
"210","6-Dec-99",11286.8,11412.8,11100.5,11225
"211","3-Dec-99",11046.1,11423.5,11114.5,11286.2
"212","2-Dec-99",10995,11183.7,10896.2,11039.1
"213","1-Dec-99",10876.5,11111.2,10798.1,10998.4
"214","30-Nov-99",10945.5,11142.1,10785.2,10877.8
"215","29-Nov-99",10985.7,11059.2,10813.4,10947.9
"216","26-Nov-99",11007.3,11115.8,10938.4,10988.9
"217","24-Nov-99",11000.2,11131.1,11000.2,11008.2
"218","23-Nov-99",11090.3,11178.8,10899.3,10995.6
"219","22-Nov-99",11008.8,11195.3,10887.7,11089.5
"220","19-Nov-99",11033.2,11146.4,10871.8,11003.9
"221","18-Nov-99",10887.7,11156.8,10859.9,11035.7
"222","17-Nov-99",10929,11040.9,10774.2,10883.1
"223","16-Nov-99",10762.9,10992.9,10691.9,10932.3
"224","15-Nov-99",10764.7,10899.2,10626.8,10760.8
"225","12-Nov-99",10593.5,10845.2,10513,10769.3
"226","11-Nov-99",10603.2,10716.7,10485.2,10595.3
"227","10-Nov-99",10611.9,10713,10449.4,10597.7
"228","9-Nov-99",10715.1,10806,10506.6,10617.3
"229","8-Nov-99",10668.4,10838.7,10546.7,10718.9
"230","5-Nov-99",10640,10885.5,10636.6,10704.5
"231","4-Nov-99",10612.4,10818,10523.4,10639.6
"232","3-Nov-99",10582.5,10759.2,10485.5,10609.1
"233","2-Nov-99",10653.7,10816.1,10508.1,10581.8
"234","1-Nov-99",10730.8,10829,10568.1,10648.5
"235","29-Oct-99",10629.2,10883.1,10580.1,10729.9
"236","28-Oct-99",10397.7,10726.7,10397.7,10622.5
"237","27-Oct-99",10302.8,10515.2,10172.3,10394.9
"238","26-Oct-99",10350.9,10486.4,10208.7,10302.1
"239","25-Oct-99",10469,10518.4,10225.8,10349.9
"240","22-Oct-99",10581.7,10581.7,10301.2,10470.2
"241","21-Oct-99",10390.7,10414.5,10047.6,10297.7
"242","20-Oct-99",10203.3,10485.1,10144.5,10392.4
"243","19-Oct-99",10117.5,10418,10093.8,10204.9
"244","18-Oct-99",10018.5,10221.1,9884.2,10116.3
"245","15-Oct-99",10286.6,10286.6,9911.43,10019.7
"246","14-Oct-99",10230.9,10416.7,10071.6,10286.6
"247","13-Oct-99",10412.3,10495.9,10173.6,10232.2
"248","12-Oct-99",10648.8,10659.6,10366.1,10417.1
"249","11-Oct-99",10649.8,10781.2,10545.6,10648.2
"250","8-Oct-99",10534.5,10743.5,10423.7,10649.8
"251","7-Oct-99",10588.3,10687.1,10431,10537
"252","6-Oct-99",10399.8,10655.5,10340.8,10588.3
"253","5-Oct-99",10401.2,10578.2,10250.2,10400.6
"254","4-Oct-99",10274.6,10538.3,10220.4,10401.2
"255","1-Oct-99",10335.7,10425.9,10108,10273
"256","30-Sep-99",10214.1,10456.3,10155.9,10337
"257","29-Sep-99",10274.3,10408.5,10119.8,10213.5
"258","28-Sep-99",10300.5,10386,10055.2,10275.5
"259","27-Sep-99",10279.3,10498.7,10201.8,10303.4
"260","24-Sep-99",10311.9,10428.1,10128.6,10279.3
"261","23-Sep-99",10524.1,10643.8,10260.3,10318.6
"262","22-Sep-99",10599.4,10688.4,10407.6,10524.1
"263","21-Sep-99",10823,10823,10517.1,10598.5
"264","20-Sep-99",10801.9,10918.9,10715.9,10823.9
"265","17-Sep-99",10745.4,10946.7,10690.6,10803.6
"266","16-Sep-99",10795.8,10876.5,10592.5,10737.5
"267","15-Sep-99",10910.4,11050,10757.4,10801.4
"268","14-Sep-99",11028.7,11061,10815.7,10910.3
"269","13-Sep-99",11027.4,11146.5,10886.9,11030.3
"270","10-Sep-99",11087,11218.4,10965.7,11028.4
"271","9-Sep-99",11031.3,11172.2,10900.8,11079.4
"272","8-Sep-99",11034.1,11164.9,10898.6,11036.3
"273","7-Sep-99",11079.1,11191.8,10910.6,11034.1
"274","3-Sep-99",10922.4,11155.7,10922.4,11078.5
"275","2-Sep-99",10924,10924,10669.7,10843.2
"276","1-Sep-99",10828.4,11013.5,10784.3,10937.9
"277","31-Aug-99",10909.7,11079.1,10725.4,10829.3
"278","30-Aug-99",11087.7,11176.6,10869.8,10914.1
"279","27-Aug-99",11198.5,11295.3,11021.1,11090.2
"280","26-Aug-99",11326,11393.5,11133.9,11198.5
"281","25-Aug-99",11282.4,11428.9,11106.3,11326
"282","24-Aug-99",11297.5,11404.9,11135.8,11283.3
"283","23-Aug-99",11099.7,11344.1,11088,11299.8
"284","20-Aug-99",10963.8,11155.1,10916.4,11100.6
"285","19-Aug-99",10988.9,11037.3,10809.6,10963.8
"286","18-Aug-99",11109.7,11153.5,10913.5,10991.4
"287","17-Aug-99",11049.6,11180.1,10963.5,11117.1
"288","16-Aug-99",10980.1,11105,10854,11046.8
"289","13-Aug-99",10822,11049.6,10822,10973.6
"290","12-Aug-99",10785.6,10967.6,10688.1,10789.4
"291","11-Aug-99",10650.6,10879,10596.3,10787.8
"292","10-Aug-99",10704.2,10812.8,10487.3,10655.1
"293","9-Aug-99",10714,10854.6,10571.6,10707.7
"294","6-Aug-99",10792.6,10896.1,10584.5,10714
"295","5-Aug-99",10675.4,10876.8,10509.2,10793.8
"296","4-Aug-99",10675.7,10901.8,10585.2,10674.8
"297","3-Aug-99",10646,10812.8,10538,10677.3
"298","2-Aug-99",10655.1,10849.2,10551.3,10646
"299","30-Jul-99",10791.3,10825.8,10647.9,10655.1
"300","29-Jul-99",10971.4,10971.4,10714,10791.3
"301","28-Jul-99",10979,11024,10925.9,10972.1
"302","27-Jul-99",10863.2,11031.3,10862.8,10979
"303","26-Jul-99",10911,10929.3,10831.8,10863.2
"304","23-Jul-99",10979.7,11069.6,10813.8,10911
"305","22-Jul-99",11002.8,11140.5,10796.7,10969.2
"306","21-Jul-99",10998.9,11142.7,10865.7,11002.8
"307","20-Jul-99",11130.1,11245.6,10914.1,10996.1
"308","19-Jul-99",11209.8,11321.6,11069.9,11187.7
"309","16-Jul-99",11188.6,11300.1,11069.3,11209.8
"310","15-Jul-99",11200,11313.4,11072.8,11186.4
"311","14-Jul-99",11202.2,11290,11051.9,11148.1
"312","13-Jul-99",11106.3,11277.6,11013.5,11175
"313","12-Jul-99",11234.2,11314.6,11088,11201
"314","9-Jul-99",11142.7,11284.2,11050.6,11193.7
"315","8-Jul-99",11118.7,11290.6,10985.7,11126.9
"316","7-Jul-99",11129.7,11268.4,11008.2,11187.4
"317","6-Jul-99",11119.9,11291.2,11021.8,11135.1
"318","2-Jul-99",11089.5,11205.4,10995.5,11139.2
"319","1-Jul-99",10972.4,11156.6,10841.6,11066.4
"320","30-Jun-99",10805.2,11120.2,10657.4,10970.8
"321","29-Jun-99",10673.8,10855.6,10589.6,10815.4
"322","28-Jun-99",10633.9,10792.2,10535.1,10655.1
"323","25-Jun-99",10586.4,10719.4,10477.2,10552.6
"324","24-Jun-99",10620.3,10736.8,10404.1,10534.8
"325","23-Jun-99",10702.3,10791.3,10542.8,10666.9
"326","22-Jun-99",10768.5,10879.9,10639.6,10721.6
"327","21-Jun-99",10865.1,10960.4,10684.9,10816
"328","18-Jun-99",10885,10978.1,10751.4,10855.6
"329","17-Jun-99",10732.7,10936.6,10642.8,10841.6
"330","16-Jun-99",10709.9,10883.7,10608.9,10785
"331","15-Jun-99",10612.1,10740,10500,10595
"332","14-Jun-99",10490.8,10691.2,10414.5,10563.3
"333","11-Jun-99",10619.7,10744.1,10387,10490.5
"334","10-Jun-99",10621.6,10736.2,10452.5,10621.3
"335","9-Jun-99",10780.8,10871.4,10602.6,10690.3
"336","8-Jun-99",10878.4,10954.7,10671.9,10765.6
"337","7-Jun-99",10805.2,11016.4,10718.5,10909.4
"338","4-Jun-99",10702.6,10892.6,10558.3,10799.8
"339","3-Jun-99",10629.2,10767.9,10515.5,10663.7
"340","2-Jun-99",10591.8,10694.1,10388.2,10577.9
"341","1-Jun-99",10549.1,10717.2,10334.4,10596.3
"342","28-May-99",10489.6,10690.1,10389.9,10559.7
"343","27-May-99",10643,10734.2,10373,10466.9
"344","26-May-99",10580.9,10818.1,10416.1,10702.2
"345","25-May-99",10651.7,10819,10494.5,10531.1
"346","24-May-99",10829.9,10924.3,10568.9,10654.7
"347","21-May-99",10879.1,10974.7,10728.1,10829.3
"348","20-May-99",10892.4,11020.7,10773.8,10866.7
"349","19-May-99",10836.7,10988.9,10722.8,10887.4
"350","18-May-99",10895.9,11017.8,10678.9,10837
"351","17-May-99",10864.4,10976.3,10677.6,10853.5
"352","14-May-99",10950.3,11076.5,10787,10913.3
"353","13-May-99",11087.7,11244.4,10931.4,11107.2
"354","12-May-99",11002.4,11146.7,10759.5,11000.4
"355","11-May-99",11059.6,11185.1,10882.1,11026.1
"356","10-May-99",11029.2,11173,10876.4,11007.2
"357","7-May-99",10967.2,11135.5,10838.3,11031.6
"358","6-May-99",10909,11093.4,10730.3,10946.8
"359","5-May-99",10902.7,11055.4,10711.2,10955.4
"360","4-May-99",11012.1,11140.1,10787.3,10886.1
"361","3-May-99",10788.8,11083.1,10701.1,11014.7
"362","30-Apr-99",10933.9,11072.3,10603.8,10789
"363","29-Apr-99",10864.6,11052.5,10710,10878.4
"364","28-Apr-99",10806.2,11050.8,10665.9,10845.5
"365","27-Apr-99",10781.9,10977.5,10647.3,10831.7
"366","26-Apr-99",10721.2,10854.3,10540.5,10718.6
"367","23-Apr-99",10646.7,10858.3,10530.5,10689.7
"368","22-Apr-99",10735.8,10896.4,10517.9,10727.2
"369","21-Apr-99",10462.6,10702.6,10309.1,10581.4
"370","20-Apr-99",10440.5,10610.1,10212.9,10448.6
"371","19-Apr-99",10566.1,10879.8,10284.4,10440.5
"372","16-Apr-99",10497.3,10632.9,10299.6,10493.9
"373","15-Apr-99",10411.7,10673.9,10201.3,10462.7
"374","14-Apr-99",10436.9,10692.5,10196.9,10411.7
"375","13-Apr-99",10340.6,10512.1,10239.3,10395
"376","12-Apr-99",10094.2,10384.5,10042,10339.5
"377","9-Apr-99",10166.6,10298.7,10035.1,10173.8
"378","8-Apr-99",10083.9,10282.6,9980.7,10197.7
"379","7-Apr-99",10023.4,10166.6,9860,10085.3
"380","6-Apr-99",9985.7,10097.3,9862.5,9963.5
"381","5-Apr-99",9893.8,10080.9,9826.4,10007.3
"382","1-Apr-99",9825.3,9927.7,9707.9,9832.5
"383","31-Mar-99",9968.2,10025.1,9744.8,9786.2
"384","30-Mar-99",10003.8,10035.4,9812.5,9913.3
"385","29-Mar-99",9879.4,10089.5,9837.8,10006.8
"386","26-Mar-99",9795.9,9923.5,9700.7,9822.2
"387","25-Mar-99",9735.7,9916.6,9666.3,9836.4
"388","24-Mar-99",9702.1,9803.1,9547.2,9666.8
"389","23-Mar-99",9846.7,9897.7,9593.9,9671.8
"390","22-Mar-99",9901.9,10006,9797,9890.5
"391","19-Mar-99",10107.8,10158.6,9856.4,9903.6
"392","18-Mar-99",9958.6,10060.6,9776.2,9997.6
"393","17-Mar-99",9939.9,10024.5,9792.6,9879.4
"394","16-Mar-99",9969.3,10062.8,9857.5,9930.5
"395","15-Mar-99",9880.2,10027.6,9807.5,9958.8
"396","12-Mar-99",9927.1,10042.6,9779.8,9876.4
"397","11-Mar-99",9815.9,9992.4,9742.3,9897.4
"398","10-Mar-99",9735.1,9849.7,9624.9,9772.8
"399","9-Mar-99",9703.5,9856.7,9586.1,9693.8
"400","8-Mar-99",9728.7,9825,9616.3,9727.6
"401","5-Mar-99",9636.7,9799.9,9558.4,9736.1
"402","4-Mar-99",9339.2,9550,9272.1,9467.4
"403","3-Mar-99",9311.7,9397.9,9163.4,9275.9
"404","2-Mar-99",9382.1,9494.6,9216.7,9297.6
"405","1-Mar-99",9315.3,9419.3,9167.8,9324.8
"406","26-Feb-99",9382.6,9459.5,9177.5,9306.6
"407","25-Feb-99",9395.7,9446.3,9200.3,9366.3
"408","24-Feb-99",9547.9,9662.8,9357.8,9399.7
"409","23-Feb-99",9549.2,9659.6,9425.3,9544.4
"410","22-Feb-99",9346.6,9596.1,9289,9552.7
"411","19-Feb-99",9284.5,9430.6,9218.1,9340
"412","18-Feb-99",9239.7,9368.5,9145.1,9298.6
"413","17-Feb-99",9240.8,9409.5,9124,9195.5
"414","16-Feb-99",9333.3,9458.5,9187.1,9297
"415","12-Feb-99",9346.5,9437.4,9161.4,9274.9
"416","11-Feb-99",9176.3,9423.2,9088.5,9363.5
"417","10-Feb-99",9135.9,9267.7,9025.4,9177.3
"418","9-Feb-99",9268.5,9361.9,9076.1,9133
"419","8-Feb-99",9318.7,9427.8,9149,9291.1
"420","5-Feb-99",9317.1,9457.4,9141.3,9304.2
"421","4-Feb-99",9389.7,9511.5,9178.6,9304.5
"422","3-Feb-99",9275.4,9454.1,9176.8,9366.8
"423","2-Feb-99",9318.4,9394.1,9146.2,9274.1
"424","1-Feb-99",9405.4,9513.1,9266.9,9345.7
"425","29-Jan-99",9317.4,9457.2,9172.2,9358.8
"426","28-Jan-99",9220.6,9384.8,9134.6,9281.3
"427","27-Jan-99",9378.7,9461,9135.9,9200.2
"428","26-Jan-99",9210.8,9408.8,9118.4,9324.6
"429","25-Jan-99",9117.6,9273.1,8994.3,9203.3
"430","22-Jan-99",9149.5,9289.3,8998.9,9120.7
"431","21-Jan-99",9372,9479.8,9150.3,9264.1
"432","20-Jan-99",9395.6,9555,9230.4,9335.9
"433","19-Jan-99",9408.5,9499.1,9165.7,9355.2
"434","15-Jan-99",9200.7,9381.7,9124,9340.6
"435","14-Jan-99",9315.1,9380.2,9052.4,9120.9
"436","13-Jan-99",9213.6,9485.2,9134.1,9349.6
"437","12-Jan-99",9599.6,9680.4,9394.9,9474.7
"438","11-Jan-99",9614,9751.5,9446.4,9619.9
"439","8-Jan-99",9612.2,9759.4,9447.9,9643.3
"440","7-Jan-99",9445.3,9616.3,9369.1,9537.8
"441","6-Jan-99",9399.3,9608.1,9331,9545
"442","5-Jan-99",9201,9389.5,9137.7,9311.2
"443","4-Jan-99",9212.8,9393.8,9089,9184.3
