"","x"
"371",10.04
"372",10.59
"373",10.9
"374",11.66
"375",12.08
"376",12.03
"377",11.82
"378",11.58
"379",10.9
"380",9.82
"381",9.33
"382",9.02
"383",9.29
"384",9.86
"385",9.14
"386",8.46
"387",7.8
"388",7.86
"389",8.05
"390",8.07
"391",8.01
"392",7.88
"393",7.67
"394",7.73
"395",7.61
"396",7.03
"397",6.44
"398",6.65
"399",6.73
"400",6.27
"401",5.93
"402",5.77
"403",5.72
"404",5.8
"405",5.87
"406",5.78
"407",5.96
"408",6.03
"409",6.5
"410",7
"411",6.8
"412",6.68
"413",7.03
"414",7.67
"415",7.59
"416",6.96
"417",7.17
"418",6.99
"419",6.64
"420",6.71
"421",7.01
"422",7.4
"423",7.49
"424",7.75
"425",8.17
"426",8.09
"427",8.11
"428",8.48
"429",8.99
"430",9.05
"431",9.25
"432",9.57
"433",9.36
"434",8.98
"435",8.44
"436",7.89
"437",8.18
"438",8.22
"439",7.99
"440",7.77
"441",7.72
"442",7.92
"443",8.11
"444",8.35
"445",8.4
"446",8.32
"447",8.1
"448",7.94
"449",7.78
"450",7.76
"451",7.55
"452",7.31
"453",7.05
"454",6.64
"455",6.27
"456",6.4
"457",6.24
"458",6.13
"459",6.36
"460",6.31
"461",5.78
"462",5.57
"463",5.33
"464",4.89
"465",4.38
"466",4.15
"467",4.29
"468",4.63
"469",4.3
"470",4.19
"471",4.17
"472",3.6
"473",3.47
"474",3.18
"475",3.3
"476",3.68
"477",3.71
"478",3.5
"479",3.39
"480",3.33
"481",3.24
"482",3.36
"483",3.54
"484",3.47
"485",3.44
"486",3.36
"487",3.39
"488",3.58
"489",3.61
"490",3.54
"491",3.87
"492",4.32
"493",4.82
"494",5.31
"495",5.27
"496",5.48
"497",5.56
"498",5.76
"499",6.11
"500",6.54
"501",7.14
"502",7.05
"503",6.7
"504",6.43
"505",6.27
"506",6
"507",5.64
"508",5.59
"509",5.75
"510",5.62
"511",5.59
"512",5.43
"513",5.31
"514",5.09
"515",4.94
"516",5.34
"517",5.54
"518",5.64
"519",5.81
"520",5.85
"521",5.67
"522",5.83
"523",5.55
"524",5.42
"525",5.47
"526",5.61
"527",5.53
"528",5.8
"529",5.99
"530",5.87
"531",5.69
"532",5.54
"533",5.56
"534",5.52
"535",5.46
"536",5.46
"537",5.53
"538",5.24
"539",5.31
"540",5.39
"541",5.38
"542",5.44
"543",5.41
"544",5.36
"545",5.21
"546",4.71
"547",4.12
"548",4.53
"549",4.52
"550",4.51
"551",4.7
"552",4.78
"553",4.69
"554",4.85
"555",5.1
"556",5.03
"557",5.2
"558",5.25
