"","y1970","y2000"
"451",76700,247300
"452",66600,287200
"453",66900,272000
"454",67200,270300
"455",72700,295400
"456",60200,244600
"457",75700,324800
"458",67300,215800
"459",63800,190500
"460",62500,169100
"461",57900,174100
"462",50300,164300
"463",70300,185300
"464",53800,166800
"465",50300,153700
"466",55000,137400
"467",49300,148800
"468",52700,161900
"469",58700,174000
"470",58200,140300
"471",51500,158500
"472",48300,130100
"473",58900,165000
"474",44800,111400
"475",30600,95100
"476",31100,94600
"477",106100,489100
"478",97400,418000
"479",112900,440800
"480",70800,396500
"481",76500,336400
"482",66600,323300
"483",61800,325400
"484",73600,297100
"485",62600,266000
"486",76100,299200
"487",92800,246500
"488",67400,238300
"489",62600,274400
"490",76400,254800
"491",44300,205700
"492",58900,208200
"493",64500,221400
"494",81300,251800
"495",71100,196800
"496",69700,201200
"497",63900,212900
"498",61300,184700
"499",61400,163900
"500",71100,173900
"501",51600,155800
"502",65700,215500
"503",50900,160500
"504",73100,179900
"505",41800,129200
"506",59300,153000
"507",52000,155400
"508",50500,132700
"509",63700,123900
"510",43400,120400
"511",45900,115900
"512",32600,99800
"513",46800,133400
"514",30900,79900
"515",31100,80300
"516",135200,620500
"517",115500,583500
"518",100800,482600
"519",131200,517600
"520",90400,430700
"521",102000,442500
"522",98600,391200
"523",80200,418300
"524",75300,368200
"525",87100,350800
"526",80100,372700
"527",77100,346000
"528",82100,344600
"529",67800,325200
"530",69000,301500
"531",75600,308100
"532",66100,286400
"533",71600,282700
"534",68900,299100
"535",78800,293700
"536",66800,293200
"537",102700,298700
"538",72600,305300
"539",66200,284700
"540",60800,242700
"541",68000,278300
"542",71500,238200
"543",67000,215000
"544",68100,289100
"545",84400,317500
"546",75600,230900
"547",67900,197200
"548",76000,227300
"549",78500,196900
"550",60700,236500
"551",61700,189300
"552",68800,205200
"553",68300,194600
"554",62200,267700
"555",64000,201600
"556",74300,179200
"557",65600,178600
"558",69200,277200
"559",84700,341400
"560",48900,160400
"561",49300,149500
"562",51600,158500
"563",49000,150600
"564",52000,138400
"565",48200,140200
"566",56600,171800
"567",45800,153800
"568",61100,170100
"569",53400,151200
"570",46700,142500
"571",56500,144200
"572",52600,147300
"573",53000,146200
"574",45700,120400
"575",71000,302300
"576",28500,84800
"577",30000,89200
"578",24000,54100
"579",143900,681400
"580",140700,642900
"581",108600,560600
"582",97600,484700
"583",95800,491700
"584",101900,494900
"585",87900,354900
"586",86100,332400
"587",78000,393500
"588",71200,354200
"589",76900,318400
"590",78500,359700
"591",67800,293600
"592",67500,294900
"593",69400,302200
"594",68200,291800
"595",73200,307800
"596",61300,243600
"597",73900,291300
"598",67700,251100
"599",76700,298000
"600",79400,236800
"601",61400,252600
"602",66100,259200
"603",70100,235000
"604",80000,253400
"605",67700,207700
"606",67200,186700
"607",66300,258900
"608",73000,214500
"609",68200,276800
"610",66400,169300
"611",66200,173200
"612",61900,160400
"613",63700,176200
"614",66500,174900
"615",58000,151500
"616",61300,150000
"617",52500,129900
"618",49700,133000
"619",60400,156500
"620",49800,142100
"621",63600,152100
"622",59400,127900
"623",66100,129400
"624",54700,128300
"625",50000,169200
"626",51200,136800
"627",59500,155600
"628",50200,118500
"629",60600,251000
"630",48900,150000
"631",48700,146200
"632",24700,55600
"633",23900,55800
"634",74500,208600
"635",131000,525100
"636",134800,536000
"637",119200,508100
"638",127900,544500
"639",90400,469700
"640",115000,537200
"641",92100,425600
"642",109400,486300
"643",85600,348800
"644",86200,365100
"645",66300,307300
"646",80100,372800
"647",85300,378200
"648",67800,298700
"649",82100,368800
"650",74000,315200
"651",76000,316400
"652",69800,324400
"653",69800,300800
"654",83500,346900
"655",74500,332200
"656",63400,243500
"657",69300,287600
"658",73300,258800
"659",61500,240900
"660",64400,266300
"661",72600,284800
"662",75500,306800
"663",65100,293500
"664",72200,266900
"665",66700,284100
"666",67300,233700
"667",75800,244200
"668",89400,247000
"669",72700,195400
"670",66600,203900
"671",68700,244200
"672",65900,244000
"673",65100,188600
"674",73700,211100
"675",55400,154700
"676",63500,175900
"677",55600,158000
"678",70400,150700
"679",47200,151600
"680",50500,138100
"681",47800,149000
"682",50500,143800
"683",51000,168200
"684",64200,166700
"685",55000,143200
"686",49400,138300
"687",44200,138300
"688",45000,140500
"689",42900,125500
"690",71900,311500
"691",167000,782500
"692",102600,554900
"693",98800,615000
"694",123400,523500
"695",97800,454200
"696",99500,457600
"697",81400,399800
"698",94700,452700
"699",89800,340500
"700",86900,426100
"701",101900,380300
"702",71300,279100
"703",80100,357700
"704",101700,395700
"705",66200,287000
"706",100800,282600
"707",63900,290900
"708",67000,282200
"709",67900,307200
"710",102700,319500
"711",86900,258600
"712",63800,217000
"713",63200,182800
"714",84600,216500
"715",78900,313100
"716",59100,181400
"717",74100,202500
"718",80300,278800
"719",59000,221600
"720",58600,170500
"721",49900,129900
"722",49500,146200
"723",63100,142100
"724",62200,139000
"725",60600,187100
"726",52500,159700
"727",55500,141500
"728",61600,170400
"729",50100,164600
"730",47900,153500
"731",45000,152200
"732",55800,154500
"733",61200,154700
"734",54900,142700
"735",52400,156000
"736",31600,95700
"737",35200,67300
"738",65800,299400
"739",30400,77400
"740",66700,269500
"741",145800,681900
"742",101900,439300
"743",78600,329400
"744",95400,427400
"745",78900,287200
"746",66100,293000
"747",85500,323300
"748",73700,346300
"749",71300,305400
"750",66200,302000
"751",70400,298800
"752",69400,289900
"753",81400,321800
"754",56900,227600
"755",84600,356800
"756",76500,182300
"757",52000,167700
"758",65400,152800
"759",51200,135100
"760",47300,139100
"761",51000,132600
"762",56300,132600
"763",48800,146900
"764",45200,138900
"765",45700,139100
"766",56900,151600
"767",47400,144300
"768",48900,137200
"769",50700,159900
"770",32300,101100
"771",30400,80300
"772",30400,75900
"773",48000,171300
"774",26100,61700
"775",23900,50500
"776",105300,561500
"777",148100,516100
"778",87400,278000
"779",79800,318500
"780",66400,292500
"781",71200,302500
"782",94900,234700
"783",71400,270900
"784",74800,215600
"785",76800,186000
"786",75600,425300
"787",77700,236800
"788",63300,215700
"789",68200,230900
"790",60000,158100
"791",52200,188600
"792",62400,152700
"793",52700,134800
"794",47800,157400
"795",53700,131900
"796",35200,92800
"797",38800,84400
"798",25200,66400
"799",102400,487700
"800",95600,373100
"801",96000,483100
"802",93900,480100
"803",89900,408800
"804",76500,366700
"805",78100,310300
"806",76100,288400
"807",67000,333600
"808",69600,314800
"809",77100,303400
"810",69200,258500
"811",92000,305400
"812",59700,275100
"813",79500,222900
"814",67400,214700
"815",44900,155500
"816",66300,174700
"817",66300,236400
"818",47500,146400
"819",64700,199400
"820",59400,143000
"821",54900,162200
"822",47100,148100
"823",58500,151900
"824",40900,117900
"825",52700,127800
"826",24600,54500
"827",25200,54100
"828",19900,50100
"829",66300,314900
"830",91800,499000
"831",137300,599300
"832",111500,483300
"833",90100,400900
"834",102600,365800
"835",78500,355500
"836",75900,336900
"837",73700,307700
"838",70600,276100
"839",62100,256300
"840",73100,350300
"841",61600,278400
"842",65300,185900
"843",69400,254100
"844",69800,225700
"845",66800,191200
"846",70400,215100
"847",61200,179800
"848",64900,203700
"849",56600,151900
"850",65900,182400
"851",63400,180000
"852",68400,142700
"853",52300,137300
"854",40600,120900
"855",49000,145300
"856",46900,129600
"857",67100,188100
"858",22400,66400
"859",24400,52000
"860",106800,551800
"861",99500,353600
"862",108200,500700
"863",82800,377300
"864",104000,344700
"865",76400,342400
"866",77000,304800
"867",66700,276300
"868",76500,356200
"869",66000,297400
"870",67000,267200
"871",69800,352000
"872",70700,247700
"873",79200,294800
"874",61700,225000
"875",81700,274400
"876",78500,325400
"877",70800,206000
"878",65900,195700
"879",63700,365100
"880",67700,182000
"881",52000,162500
"882",77900,208200
"883",54300,154000
"884",60200,156700
"885",46900,141600
"886",51000,132300
"887",46400,139400
"888",42000,105600
"889",31300,93600
"890",134600,545000
"891",112900,509000
"892",71800,320100
"893",93700,486500
"894",73800,240100
"895",67600,339300
"896",71000,349400
"897",87300,241600
"898",68900,289800
"899",69600,272800
"900",78700,208900
"901",62500,218900
"902",82900,241600
"903",81100,204500
"904",75300,181200
"905",78200,333400
"906",53300,241600
"907",56900,165900
"908",75000,290000
"909",50100,151100
"910",50800,141200
"911",63800,175500
"912",61900,168900
"913",56200,159700
"914",62800,171400
"915",59500,132600
"916",21800,66300
"917",28600,79900
"918",92300,534200
"919",79700,459000
"920",80700,353900
"921",61900,357200
"922",73000,303700
"923",80900,332100
"924",85300,361900
"925",71100,336700
"926",80500,313400
"927",68300,301200
"928",78300,335400
"929",60600,270700
"930",69700,259400
"931",65500,263000
"932",78300,264900
"933",64100,268500
"934",71200,277400
"935",62900,186100
"936",66100,233400
"937",66200,260500
"938",57200,177400
"939",63600,189500
"940",59400,164000
"941",51100,151500
"942",52000,180600
"943",45100,130200
"944",66100,189000
"945",60500,178800
"946",50300,156600
"947",45000,137700
"948",45300,121400
"949",44000,130700
"950",45800,127600
"951",28500,84800
"952",30900,79900
"953",24000,51800
"954",27000,68600
"955",24600,54500
"956",115500,535000
"957",107800,461800
"958",92900,446200
"959",78700,356500
"960",71800,302200
"961",95200,378100
"962",79700,328100
"963",89000,355000
"964",77400,361500
"965",66900,298500
"966",85100,342800
"967",71600,316400
"968",70500,302500
"969",71000,302200
"970",72200,263700
"971",68800,295700
"972",67600,355000
"973",74700,321700
"974",68100,296800
"975",60000,229500
"976",90000,286700
"977",67300,302200
"978",63600,190500
"979",69000,239600
"980",63400,190300
"981",63200,172800
"982",54400,197400
"983",50400,148100
"984",56400,153600
"985",61900,173400
"986",56100,176700
"987",54300,126400
"988",54300,151500
"989",40100,140500
"990",72200,156400
"991",50300,134800
"992",46100,133100
"993",46900,137800
"994",32000,104700
"995",64700,108200
"996",126000,464200
"997",96300,512800
"998",113100,438600
"999",109500,483700
"1000",112300,573600
"1001",101200,514600
"1002",77900,374000
"1003",90100,337900
"1004",69100,351300
"1005",65900,385200
"1006",79600,376900
"1007",81200,378600
"1008",102900,470500
"1009",77500,339500
"1010",102500,381200
"1011",82000,390300
"1012",81400,355700
"1013",80400,317800
"1014",81200,373700
"1015",72500,347000
"1016",67100,282600
"1017",70500,298900
"1018",83200,383100
"1019",69400,304700
"1020",71300,341600
"1021",68000,297600
"1022",69500,303400
"1023",74600,354500
"1024",62800,277000
"1025",61400,267000
"1026",69200,288900
"1027",88800,306100
"1028",67400,296400
"1029",65600,197300
"1030",73100,188100
"1031",69700,296400
"1032",80500,266700
"1033",73400,263700
"1034",61900,191200
"1035",67400,156700
"1036",65900,183100
"1037",68000,234000
"1038",65000,256600
"1039",60200,183700
"1040",69000,256900
"1041",55200,151900
"1042",63700,157600
"1043",64600,136200
"1044",51700,161100
"1045",59300,157700
"1046",50000,176800
"1047",46600,116700
"1048",76200,333500
"1049",54300,144200
"1050",38000,130400
"1051",58900,156400
"1052",61200,171200
"1053",46200,131500
"1054",45000,143000
"1055",44800,149400
"1056",51000,132100
"1057",42000,149300
"1058",38900,107100
"1059",32000,101000
"1060",31200,91000
"1061",30900,83500
"1062",62900,224000
"1063",47600,142400
"1064",297200,1042000
"1065",163000,988900
"1066",108900,511900
"1067",89800,402000
"1068",104200,513300
"1069",76500,351900
"1070",109900,524900
"1071",112900,507400
"1072",112300,504000
"1073",106700,541800
"1074",83500,342500
"1075",76400,424700
"1076",76300,312500
"1077",81100,358800
"1078",75400,314400
"1079",107400,522400
"1080",93000,447800
"1081",70700,296800
"1082",69100,277300
"1083",77000,304500
"1084",71000,263600
"1085",58800,252700
"1086",68300,295700
"1087",72400,218200
"1088",66500,244500
"1089",71500,299500
"1090",67700,197300
"1091",80400,280100
"1092",69800,300600
"1093",84600,244100
"1094",86500,261500
"1095",79700,266200
"1096",57000,281800
"1097",66900,249300
"1098",60000,194500
"1099",79600,250500
"1100",55900,258400
"1101",80000,277800
"1102",75600,196500
"1103",69300,246600
"1104",73500,281500
"1105",67400,248000
"1106",52500,209200
"1107",61900,225300
"1108",70700,270200
"1109",62200,250900
"1110",71700,225400
"1111",68300,167000
"1112",63900,180900
"1113",67500,187400
"1114",51200,221700
"1115",53900,160100
"1116",50400,145600
"1117",54400,173900
"1118",57000,137700
"1119",49000,157600
"1120",88000,332600
"1121",52700,156200
"1122",56200,126000
"1123",53100,158800
"1124",42700,127900
"1125",43200,194200
"1126",53400,166100
"1127",40100,141200
"1128",39700,134900
"1129",54800,148800
"1130",52800,117400
"1131",42200,126800
"1132",39300,127000
"1133",40000,166800
"1134",43500,119800
"1135",28500,91500
"1136",28500,84800
"1137",55600,146900
"1138",112900,544900
"1139",130600,537700
"1140",140600,565800
"1141",81400,494900
"1142",126300,600600
"1143",97800,473800
"1144",70700,337400
"1145",107500,518600
"1146",73400,321900
"1147",84700,346500
"1148",91700,429900
"1149",63500,304800
"1150",86700,481300
"1151",91100,329400
"1152",76800,244300
"1153",68000,241100
"1154",77900,313400
"1155",66900,242100
"1156",67900,292100
"1157",66600,301600
"1158",62500,241100
"1159",69200,225300
"1160",65400,208600
"1161",72100,234400
"1162",73500,311000
"1163",66100,282400
"1164",72800,298100
"1165",64400,269300
"1166",63600,269900
"1167",66300,284300
"1168",66300,277000
"1169",64000,205900
"1170",61200,187000
"1171",84000,223800
"1172",62400,190800
"1173",74100,225000
"1174",64100,174300
"1175",66200,177400
"1176",51000,204500
"1177",62100,184600
"1178",47500,147900
"1179",59000,163900
"1180",51900,133000
"1181",58400,155000
"1182",47200,140100
"1183",53000,140600
"1184",49200,115700
"1185",46100,152600
"1186",36100,111400
"1187",45000,131300
"1188",52900,143700
"1189",33100,96000
"1190",28500,84800
"1191",31100,79900
"1192",28500,84800
"1193",97900,445000
"1194",92400,501000
"1195",96800,404400
"1196",98500,493900
"1197",98200,462800
"1198",112900,570800
"1199",97200,502500
"1200",84000,400200
"1201",89100,379200
"1202",80400,339300
"1203",66800,347100
"1204",94500,445100
"1205",103200,361500
"1206",76600,322000
"1207",74900,247000
"1208",75500,318300
"1209",76000,404900
"1210",85100,289300
"1211",80700,283800
"1212",88800,263600
"1213",65700,285600
"1214",65100,242300
"1215",63200,286400
"1216",74600,309300
"1217",65800,249700
"1218",77200,233600
"1219",69900,279000
"1220",79500,267000
"1221",72900,189400
"1222",66000,285400
"1223",55600,183100
"1224",74100,363900
"1225",61600,180600
"1226",65900,234100
"1227",55700,167700
"1228",68200,180900
"1229",49400,129100
"1230",53700,163600
"1231",59100,188300
"1232",44100,128900
"1233",55000,149700
"1234",66400,274100
"1235",132900,594600
"1236",112200,602900
"1237",124800,510800
"1238",88800,466200
"1239",103900,465800
"1240",102800,375600
"1241",88400,554600
"1242",71400,324000
"1243",78900,321400
"1244",128700,700800
"1245",87100,400600
"1246",76500,353400
"1247",67100,289400
"1248",66900,346200
"1249",72100,301400
"1250",75200,319400
"1251",63300,333400
"1252",69900,232600
"1253",78300,349000
"1254",66900,310600
"1255",74700,173600
"1256",81300,227700
"1257",72800,257500
"1258",75000,168100
"1259",84700,246300
"1260",74900,307300
"1261",73200,325400
"1262",69300,245500
"1263",71800,308000
"1264",71100,297800
"1265",72000,248300
"1266",74500,246100
"1267",69400,380800
"1268",63900,232600
"1269",58400,166500
"1270",49700,184100
"1271",56800,155700
"1272",54700,148100
"1273",64300,175100
"1274",37500,101400
"1275",51300,145000
"1276",30200,107900
"1277",30000,91500
"1278",24400,52000
"1279",157100,635400
"1280",88400,480400
"1281",101100,444100
"1282",89700,462000
"1283",86600,541900
"1284",95900,439300
"1285",78000,315600
"1286",99400,365000
"1287",66200,282900
"1288",63400,281700
"1289",90300,370200
"1290",71900,301700
"1291",64800,263900
"1292",68300,213700
"1293",67200,272900
"1294",69000,290200
"1295",78000,272800
"1296",78600,232900
"1297",66900,175600
"1298",60000,233600
"1299",54600,171600
"1300",55000,246700
"1301",57700,165600
"1302",50200,122900
"1303",52900,129100
"1304",37500,101900
"1305",39600,93100
"1306",59200,174000
"1307",139100,536100
"1308",88600,565800
"1309",83000,348400
"1310",97900,346700
"1311",102100,430800
"1312",78500,369100
"1313",81900,367600
"1314",76900,386200
"1315",91600,337600
"1316",78700,320200
"1317",67300,333400
"1318",71600,306500
"1319",78900,319300
"1320",65500,186400
"1321",69500,306700
"1322",63000,365800
"1323",72100,329200
"1324",67900,299400
"1325",77000,344400
"1326",61400,168900
"1327",74700,258200
"1328",58800,261800
"1329",50600,183900
"1330",58700,264400
"1331",46200,117300
"1332",46200,144600
"1333",54900,201100
"1334",47700,139000
"1335",46400,139700
"1336",125100,427400
"1337",76900,319700
"1338",87600,371600
"1339",78900,176900
"1340",68700,290500
"1341",71200,313200
"1342",74900,309200
"1343",79800,335600
"1344",57600,272400
"1345",92900,282700
"1346",71700,309600
"1347",74200,238800
"1348",73000,299200
"1349",66000,288700
"1350",65800,289400
"1351",56100,178000
"1352",57600,172600
"1353",58100,142000
"1354",52800,148500
"1355",55800,159000
"1356",50300,157000
"1357",54900,137600
"1358",67700,295000
"1359",125600,551600
"1360",150200,631400
"1361",111200,484500
"1362",107700,536800
"1363",64300,323000
"1364",90100,344800
"1365",76300,354500
"1366",76500,345900
"1367",81000,352300
"1368",78300,259800
"1369",60100,274300
"1370",80800,317400
"1371",78600,354600
"1372",62900,244300
"1373",77800,216200
"1374",64100,184400
"1375",71400,215800
"1376",75600,319700
"1377",80700,191500
"1378",72100,178300
"1379",67200,219100
"1380",59300,189200
"1381",65800,277800
"1382",63900,246500
"1383",56800,163700
"1384",58300,285000
"1385",70100,288300
"1386",62900,170100
"1387",62000,219900
"1388",53100,160500
"1389",54500,140800
"1390",50900,136600
"1391",61400,178900
"1392",49500,137600
"1393",64600,189400
"1394",31300,83700
"1395",51100,91100
"1396",88400,326800
"1397",30800,91600
"1398",24200,51400
"1399",21800,64800
"1400",118200,636700
"1401",104100,517600
"1402",111200,520000
"1403",130000,567600
"1404",90400,376900
"1405",76700,424500
"1406",73200,436600
"1407",67000,298100
"1408",80000,328800
"1409",65700,321600
"1410",75600,332600
"1411",75400,307200
"1412",87400,285800
"1413",82100,326700
"1414",94900,198600
"1415",72500,231600
"1416",77500,324200
"1417",76800,292500
"1418",68700,245000
"1419",89700,355900
"1420",65300,175000
"1421",70900,280800
"1422",67500,256100
"1423",67800,309700
"1424",56400,216100
"1425",62500,244700
"1426",71000,227400
"1427",62600,224700
"1428",60100,175100
"1429",51600,160500
"1430",59600,170100
"1431",65900,144700
"1432",47600,135600
"1433",50600,155500
"1434",50500,158800
"1435",50800,132100
"1436",49100,142700
"1437",32600,102800
"1438",48800,165000
"1439",65800,166000
"1440",24400,54500
"1441",99400,562500
"1442",90000,454100
"1443",109100,510500
"1444",104700,397200
"1445",90400,460800
"1446",100500,368900
"1447",67500,374700
"1448",81100,345200
"1449",91400,389000
"1450",65800,398800
"1451",64500,297700
"1452",72300,305000
"1453",68700,284300
"1454",74600,333100
"1455",86400,252000
"1456",88000,436500
"1457",66200,246300
"1458",67200,307300
"1459",58700,283900
"1460",62900,176200
"1461",71400,275900
"1462",55900,277400
"1463",69900,278700
"1464",68400,245200
"1465",63300,251600
"1466",67100,214800
"1467",64100,208000
"1468",65600,169200
"1469",64900,166900
"1470",43700,140600
"1471",55800,159600
"1472",44000,136400
"1473",41100,133500
"1474",56800,125400
"1475",51400,150800
"1476",51800,130700
"1477",54400,138100
"1478",47700,139300
"1479",45200,141200
"1480",30400,82400
"1481",94000,497400
"1482",127700,515000
"1483",120000,599600
"1484",103900,497100
"1485",103000,471300
"1486",75800,339100
"1487",79900,352400
"1488",79400,312600
"1489",85900,301900
"1490",64900,317800
"1491",77800,328200
"1492",76700,333800
"1493",74000,213300
"1494",77200,244000
"1495",76600,314800
"1496",68100,280700
"1497",66700,195800
