"","x"
"160",8.68
"161",8.98
"162",9.84
"163",8.98
"164",7.98
"165",10.16
"166",8.86
"167",8.58
"168",9.56
"169",9.24
"170",9.63
"171",5.8
"172",9.05
"173",8.45
"174",8.86
"175",7.84
"176",8.86
"177",8.93
"178",7.97
"179",6.9
"180",8.47
"181",6.77
"182",8.55
"183",5.04
"184",8.48
"185",8.53
"186",6.33
"187",8.99
"188",8.64
"189",9.55
"190",8.74
"191",12.43
"192",8.16
"193",9.46
"194",5.7
"195",7.62
"196",8.95
"197",8.97
"198",8.94
"199",7.24
"200",10.32
"201",8.24
"202",8.62
"203",9.18
"204",8.53
"205",8.54
"206",8.56
"207",9.41
"208",5.87
"209",7.2
"210",9.05
"211",9.52
"212",10.24
"213",7.7
"214",8.17
"215",7.29
"216",9.26
"217",7.94
"218",8.42
"219",8.56
"220",7.52
"221",7.74
"222",8.85
"223",9.01
"224",7.17
"225",9.04
"226",10.3
"227",9.86
"228",7.64
"229",8.27
"230",8.44
"231",9.58
"232",8.43
"233",8.49
"234",9.64
"235",9.17
"236",8.09
"237",9
"238",6.25
"239",8.56
"240",10.81
"241",8.76
"242",7.76
"243",7.82
"244",7.9
"245",8.52
"246",9.73
"247",9.19
"248",8.1
"249",8.75
"250",8.14
"251",8.65
"252",10.3
"253",6.46
"254",6.73
"255",7.96
"256",9.53
"257",8.87
"258",6.59
"259",8.65
"260",9.64
"261",9.15
"262",9.04
"263",12.04
"264",8.42
"265",8.09
"266",9.06
"267",8.09
"268",8.18
"269",8.77
"270",7.36
"271",9.16
"272",8.82
"273",11.14
"274",6.24
"275",9.44
"276",7.49
"277",6.96
"278",7.94
"279",8.69
"280",8.15
"281",8.45
"282",7.92
"283",7.45
"284",9.01
"285",8.55
"286",9.23
"287",9.16
"288",7.9
"289",8.68
"290",7.78
"291",8.21
"292",8.11
"293",8.29
"294",7.89
"295",9.67
"296",8.24
"297",6.8
"298",8.18
"299",8.44
"300",4.55
"301",7.45
"302",6.31
"303",8.15
"304",8.27
"305",7.66
"306",8.59
"307",11.55
"308",7.09
"309",8.54
"310",9.58
"311",8.44
"312",8.59
"313",8.01
"314",8.29
"315",9.62
"316",7.26
"317",7.91
"318",9.45
"319",8.19
"320",12.14
"321",8.93
"322",7.65
"323",8.53
"324",7.38
"325",8.56
"326",8.76
"327",9.56
"328",7.09
"329",9.83
"330",5.9
"331",10.8
"332",8.41
"333",9.05
"334",8.79
"335",8.88
"336",7.59
"337",9.6
"338",10.66
"339",8.55
"340",8.11
"341",9.44
"342",9.6
"343",5.78
"344",10.66
"345",6.38
"346",8.8
"347",7.79
"348",8.6
"349",7.77
"350",10.37
"351",9.8
"352",10.42
"353",11.63
"354",9.22
"355",4.99
"356",8.43
"357",7.33
"358",8.93
"359",9.09
"360",9.26
"361",8.73
"362",9.18
"363",8.12
"364",9.26
"365",8.94
"366",6.11
"367",9.13
"368",7.9
"369",9.34
"370",7.13
"371",10.82
"372",7.46
"373",8.72
"374",7.02
"375",9.08
"376",8.37
"377",5.59
"378",7.37
"379",5.68
"380",8.56
"381",8.72
"382",9.06
"383",8.82
"384",8.18
"385",9.39
"386",9.1
"387",8.46
"388",9.15
"389",8.28
"390",11.67
"391",8.18
"392",7.93
"393",9.21
"394",6.09
"395",8.31
"396",7.83
"397",8.72
"398",6.61
"399",6.25
"400",7.82
"401",8.66
"402",8.15
"403",8.97
"404",8.15
"405",7.47
"406",8.63
"407",8.13
"408",8.23
"409",8.41
"410",6.47
"411",9.83
"412",8.64
"413",7.73
"414",8.64
"415",8.94
"416",8.84
"417",6.32
"418",5.8
"419",8.97
"420",7.53
"421",7.41
"422",7.8
"423",8.14
"424",6.71
"425",8.73
"426",9.37
"427",8.69
"428",9.95
"429",7.1
"430",8.09
"431",6.88
"432",9.48
"433",9.04
"434",9.3
"435",8.49
"436",8.3
"437",7.95
"438",7.08
"439",6.93
"440",8.38
"441",4.61
"442",8.56
"443",8.78
"444",7.42
"445",8.26
"446",7.71
"447",6.91
"448",9.16
"449",8.99
"450",8.63
"451",9.9
"452",7.59
"453",7.39
"454",11.99
"455",7.78
"456",7.47
"457",6.97
"458",8.82
"459",9.13
"460",7.86
"461",7.13
"462",9.45
"463",12.04
"464",8.78
"465",7.23
"466",9.73
"467",7.36
"468",7.36
"469",8.47
"470",9.37
"471",6.99
"472",8.2
"473",8.36
"474",8.22
"475",5.55
"476",9.91
"477",9.67
"478",8.6
"479",10.07
"480",10.15
"481",7.75
"482",9.21
"483",9.66
"484",8.47
"485",9.37
"486",9.44
"487",9.99
"488",10.38
"489",7.51
"490",8.91
"491",7.45
"492",9.57
"493",8.99
"494",8.58
"495",6.9
"496",7.55
"497",7.93
"498",9.71
"499",9.57
"500",8.55
"501",6.62
"502",7.89
"503",7.51
"504",7.36
"505",8.66
"506",8.51
"507",6.65
"508",9.67
"509",7.8
"510",8.21
"511",7.9
"512",8.94
"513",9.82
"514",8.69
"515",8.57
"516",8.89
"517",5.98
"518",7.92
"519",7.6
"520",8.22
"521",5.7
"522",12.17
"523",8.75
"524",6.93
"525",7.97
"526",8.06
"527",10.13
"528",7.31
"529",8.35
"530",5.57
"531",9.85
"532",9.16
"533",9.03
"534",10.07
"535",9.76
"536",9.35
"537",10.95
"538",8.87
"539",6.68
"540",9.69
"541",8.05
"542",10.3
"543",6.07
"544",8.51
"545",7.71
"546",8.56
"547",8.26
"548",11.55
"549",8.62
"550",10.92
"551",10.51
"552",9.83
"553",9.84
"554",9.74
"555",8.21
"556",8.72
"557",8.03
"558",9
"559",6.19
"560",11.79
"561",8.22
"562",7.93
"563",10.18
"564",8.98
"565",9.13
"566",6.91
"567",8.79
"568",8.23
"569",12.19
"570",10.24
"571",8.83
"572",7.62
"573",8.96
"574",10.41
"575",8.97
"576",9.61
"577",8.29
"578",8.3
"579",8.26
"580",7.44
"581",9.52
"582",8.2
"583",8.68
"584",8.65
"585",10.52
"586",8.41
"587",9.18
"588",8.42
"589",8.86
"590",7.92
"591",10.97
"592",8.85
"593",9.31
"594",10.28
"595",7.56
"596",7.88
"597",7.99
"598",8.23
"599",8.52
"600",9.14
"601",6.2
"602",7.64
"603",8.95
"604",7.48
"605",7.06
"606",7.33
"607",8.98
"608",8.24
"609",8.53
"610",8.4
"611",7.48
"612",8.46
"613",9.29
"614",8.57
"615",8.7
"616",8.5
"617",8.37
"618",6.87
"619",7.5
"620",7.39
"621",8.19
"622",7.56
"623",8.37
"624",7.39
"625",6.73
"626",8.66
"627",8.25
"628",8.47
"629",8.01
"630",6.83
"631",9.06
"632",8.79
"633",7.44
"634",6.43
"635",5.93
"636",8.85
"637",9.86
"638",8.55
"639",7.66
"640",7.82
"641",9.08
"642",10.1
"643",8.21
"644",8.85
"645",7.79
"646",7.58
"647",7.85
"648",7.18
"649",7.54
"650",9.72
"651",7.12
"652",9.77
"653",8.84
"654",5.67
"655",8.15
"656",9.61
"657",8.19
"658",7.27
"659",8.51
"660",8.36
"661",10
"662",8.74
"663",6.18
"664",10.26
"665",10.16
"666",8.31
"667",8.58
"668",7.04
"669",8.81
"670",5.99
"671",8.22
"672",9.86
"673",8
"674",9.4
"675",9.1
"676",2.07
"677",8.11
"678",8.89
"679",9.43
"680",7.59
"681",8.72
"682",9.86
"683",9.23
"684",9.5
"685",10.73
"686",7.59
"687",7.41
"688",9.26
"689",7.78
"690",7.76
"691",8.94
"692",8.95
"693",6.41
"694",6.11
"695",7.76
"696",7.38
"697",6.21
"698",7.05
"699",7.44
"700",8.5
"701",7.84
"702",11.01
"703",7.88
"704",9.1
"705",8.65
"706",8.41
"707",7.81
"708",7.43
"709",8.76
"710",7.58
"711",9.55
"712",6.82
"713",10.24
"714",6.24
"715",7.31
"716",10.52
"717",9.27
"718",7.13
"719",9.14
"720",8.48
"721",8.57
"722",7.21
"723",9.05
"724",7.72
"725",8.03
"726",6.47
"727",5.57
"728",6.32
"729",7.78
"730",11.65
"731",8.58
"732",10.37
"733",9.23
"734",9.2
"735",6.93
"736",11.73
"737",9.32
"738",7.11
"739",9.79
"740",8.21
"741",8.42
"742",7.05
"743",9.26
"744",2.28
"745",8.77
"746",9.25
"747",9.3
"748",10.63
"749",9.9
"750",9.89
"751",9.33
"752",7.78
"753",7.02
"754",11.26
"755",8.89
"756",9.6
"757",7.07
"758",6.01
"759",5.42
"760",9.11
"761",8.24
"762",8.97
"763",3.88
"764",8.59
"765",7.17
"766",7.94
"767",7.27
"768",9.59
"769",7.94
"770",8.52
"771",7.59
"772",9.17
"773",8.08
"774",9.8
"775",8.92
"776",9.91
"777",9.42
"778",8.84
"779",10.15
"780",8.37
"781",9.33
"782",9.35
"783",7.4
"784",8.35
"785",9.53
"786",9.59
"787",10.05
"788",8.57
"789",8.48
"790",8.43
"791",8.45
"792",8.84
"793",11.18
"794",8.64
"795",8.42
"796",6.34
"797",7.93
"798",8.36
"799",8.32
"800",7.77
"801",6.84
"802",8.78
"803",7.19
"804",8.5
"805",8.82
"806",9.04
"807",7.93
"808",7.66
"809",10.07
"810",9.03
"811",5.54
"812",5.29
"813",8.13
"814",7.51
"815",9.08
"816",7.1
"817",7.88
"818",9.4
"819",9.06
"820",8.38
"821",10.65
"822",7.77
"823",8.5
"824",8.61
"825",10.05
"826",8.71
"827",9.37
"828",6.97
"829",8.56
"830",9.34
"831",9.47
"832",8.11
"833",8.91
"834",7.83
"835",8.95
"836",7.2
"837",9.37
"838",5.84
"839",5.01
"840",9.81
"841",9.27
"842",9.5
"843",9.32
"844",8.92
"845",8.38
"846",7.74
"847",8.6
"848",9.49
"849",8.35
"850",7.11
"851",9.87
"852",8.98
"853",7.75
"854",8.24
"855",6.74
"856",6.83
"857",7.7
"858",6.7
"859",8.67
"860",9.94
"861",8.73
"862",9.63
"863",6.66
"864",8.29
"865",8.47
"866",8.16
"867",8.97
"868",7.51
"869",8.97
"870",8.55
"871",5.84
"872",7.85
"873",8.68
"874",8.05
"875",8.27
"876",7.68
"877",9.4
"878",7.77
"879",6.89
"880",7.55
"881",8.27
"882",8.16
"883",8.07
"884",7.91
"885",7.71
"886",10.16
"887",8.41
"888",8.88
"889",9.64
"890",7.93
"891",7.78
"892",8.9
"893",8.55
"894",9.15
"895",10.86
"896",11.55
"897",9.08
"898",7.44
"899",10.35
"900",6.68
"901",8.85
"902",8.9
"903",8.24
"904",6.74
"905",10.75
"906",8.44
"907",7.69
"908",4.89
"909",11.8
"910",8.88
"911",7.7
"912",8.6
"913",8.44
"914",9.5
"915",9.03
"916",7.15
"917",7.95
"918",8.23
"919",9.81
"920",8.48
"921",9.33
"922",8.97
"923",8.08
"924",7.47
"925",8.34
"926",7.75
"927",8.34
"928",5.41
"929",7.56
"930",6.93
"931",10.03
"932",8.69
"933",9.04
"934",8.32
"935",7.85
"936",7.21
"937",8.98
"938",7.09
"939",8.85
"940",9.21
"941",8.61
"942",7.91
"943",7.47
"944",8.65
"945",8.53
"946",9.92
"947",8.09
"948",5.24
"949",7.06
"950",8.45
"951",8.73
"952",7.45
"953",9.02
"954",7.51
"955",7.32
"956",8.17
"957",9.45
"958",9.72
"959",9.34
"960",8.75
"961",9.32
"962",7.91
"963",7.49
"964",6.53
"965",6.18
"966",8.69
